OBJECTID,fieldname,platformtypename,tracknumber,uniqueidentifier,symbolcode,alertcode,speed,notes,altitude_m,estpoints,created_user,created_date,last_edited_user,last_edited_date,class,DateTimeSim,Distance_1_sec,BEARING,X,Y,POINT_Z,PlatformName,Speed_km_hr
688,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,126.33388,124.2213952,23.79822725,0,"u""""IzumoDDH183""""",5000
689,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,7.59464294,115.0987633,9.861071331,0,"u""""UNK1""""",35000
690,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,196.0101078,119.4717184,22.46097029,0,"u""""UNKNOWN1""""",45000
691,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,245.4925944,118.9747793,24.05542522,0,"u""""Red Orchid""""",50000
692,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,120.068583,115.7590997,19.21548303,0,"u""""RedDragon3""""",50000
693,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,184.4031425,131.9440405,30.3593143,0,"u""""Bengal1""""",4000
694,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,182.8299346,111.872429,5.966594603,0,"u""""Serpent1""""",3500
695,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,229.7636416,122.7514322,26.76061205,0,"u""""Eagle1""""",60000
696,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,138.6006797,122.4632534,26.61443216,0,"u""""RedTiger""""",3500
697,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,162.9956939,109.0882954,7.860852495,0,"u""""DDG114RJ""""",4500
698,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,140.8608601,116.7550949,21.60317425,0,"u""""Utter51""""",50000
699,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,246.5327703,111.717587,5.739989752,0,"u""""Xianning""""",4500
700,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,171.748528,112.5417848,10.43160817,0,"u""""SeaSquid""""",6500
701,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:47,13888.88889,50.76263309,110.7609912,10.90681992,0,"u""""Albatross1""""",50000
702,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,182.829929,111.8682706,5.959681909,0,"u""""Serpent1""""",3500
703,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:47,11805.55556,164.3222374,112.4770803,15.5236095,0,"u""""JUMPY26""""",42500
704,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,120.068583,115.8670754,19.15644286,0,"u""""RedDragon3""""",50000
705,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,171.748528,112.5441126,10.4158214,0,"u""""SeaSquid""""",6500
706,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:47,1388.888889,37.44366064,111.6817953,17.9161287,0,"u""""RedDragon2""""",5000
707,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,227.0267862,119.4756322,22.35734088,0,"u""""UNKNOWN1""""",45000
708,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,223.8766969,118.8612538,24.00815701,0,"u""""Red Orchid""""",50000
709,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,162.9956952,109.0915792,7.850215219,0,"u""""DDG114RJ""""",4500
710,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,184.4031428,131.9432742,30.35072676,0,"u""""Bengal1""""",4000
711,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:47,1111.111111,224.9999964,111.2028281,5.676023562,0,"u""""Serpent2""""",4000
712,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:47,14583.33333,141.0325717,112.2193963,15.80447888,0,"u""""FLANKER-3""""",52500
713,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:47,14583.33333,150.3867044,112.1000287,15.62310525,0,"u""""FLANKER-2""""",52500
714,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,202.1997945,115.4879468,20.61302612,0,"u""""REAGANTF""""",3500
715,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:47,14583.33333,169.9297117,111.6563701,14.93526737,0,"u""""Flanker-1""""",52500
716,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,219.9376008,122.6326823,26.67991614,0,"u""""Eagle1""""",60000
717,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,139.7574232,116.8343627,21.51356929,0,"u""""Utter51""""",50000
718,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,138.6006797,122.469029,26.60857492,0,"u""""RedTiger""""",3500
719,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:47,15833.33333,156.6659587,113.1885345,12.22952612,0,"u""""Eagle2""""",57000
720,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,4.756313163,115.0864121,9.946241384,0,"u""""UNK1""""",35000
721,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,108.3535712,110.5685926,17.30798473,0,"u""""Shang1""""",3500
722,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,243.1163093,111.7069973,5.736273749,0,"u""""Xianning""""",4500
723,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,126.33388,124.2314461,23.79146336,0,"u""""IzumoDDH183""""",5000
724,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:47,11111.11111,277.9434716,118.1180203,14.88723122,0,"u""""Dragon1""""",40000
725,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:47,1388.888889,167.0788468,113.4124951,19.96577689,0,"u""""SeaSerpent2""""",5000
726,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:47,13888.88889,50.76263309,110.8576265,10.98430304,0,"u""""Albatross1""""",50000
727,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:47,1388.888889,37.44365485,111.6893808,17.92555391,0,"u""""RedDragon2""""",5000
728,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,181.9091525,122.5183887,26.59347027,0,"u""""Eagle1""""",60000
729,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,184.4031476,131.9425079,30.34213848,0,"u""""Bengal1""""",4000
730,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,200.1917314,115.4846469,20.6054574,0,"u""""REAGANTF""""",3500
731,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,182.8299287,111.8678394,5.951006016,0,"u""""Serpent1""""",3500
732,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:47,11111.11111,277.9434716,118.0191652,14.90056153,0,"u""""Dragon1""""",40000
733,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,243.1163052,111.6967188,5.731833837,0,"u""""Xianning""""",4500
734,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,136.7366871,116.9131157,21.42351292,0,"u""""Utter51""""",50000
735,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,171.7485244,112.5464404,10.40003384,0,"u""""SeaSquid""""",6500
736,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:47,14583.33333,152.1759035,112.186189,15.52805176,0,"u""""FLANKER-2""""",52500
737,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,108.3535712,110.576882,17.3053592,0,"u""""Shang1""""",3500
738,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:47,14583.33333,170.4065153,111.6980783,14.81524172,0,"u""""Flanker-1""""",52500
739,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,138.6006797,122.4748046,26.60271738,0,"u""""RedTiger""""",3500
740,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:47,15833.33333,156.6659589,113.2448718,12.10185897,0,"u""""Eagle2""""",57000
741,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,351.8698976,115.0740609,10.03138924,0,"u""""UNK1""""",35000
742,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,242.5723711,119.4448458,22.25807742,0,"u""""UNKNOWN1""""",45000
743,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,224.6491195,118.7714664,23.93024772,0,"u""""Red Orchid""""",50000
744,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:47,1388.888889,144.2549711,113.415285,19.9543467,0,"u""""SeaSerpent2""""",5000
745,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:47,14583.33333,141.0325716,112.2995701,15.70499509,0,"u""""FLANKER-3""""",52500
746,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:47,1111.111111,221.3084328,111.1957702,5.669000292,0,"u""""Serpent2""""",4000
747,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:47,11805.55556,164.3222369,112.5057381,15.42520521,0,"u""""JUMPY26""""",42500
748,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,120.068583,115.9750512,19.09738155,0,"u""""RedDragon3""""",50000
749,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,162.9956952,109.0948631,7.839577671,0,"u""""DDG114RJ""""",4500
750,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,126.33388,124.2414969,23.78469912,0,"u""""IzumoDDH183""""",5000
751,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:47,13888.88889,50.76263283,110.954212,11.06181857,0,"u""""Albatross1""""",50000
752,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,182.8299346,111.8674082,5.942329986,0,"u""""Serpent1""""",3500
753,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:47,14583.33333,141.0325716,112.3819559,15.6069177,0,"u""""FLANKER-3""""",52500
754,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,136.7366871,116.9936768,21.33487539,0,"u""""Utter51""""",50000
755,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,126.3338824,124.2515478,23.77793453,0,"u""""IzumoDDH183""""",5000
756,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,180,115.481347,20.59788831,0,"u""""REAGANTF""""",3500
757,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:47,11111.11111,277.9434716,117.9203101,14.91389102,0,"u""""Dragon1""""",40000
758,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:47,11805.55556,164.3222372,112.534396,15.32675427,0,"u""""JUMPY26""""",42500
759,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:47,1388.888889,131.7195423,113.4180749,19.94291567,0,"u""""SeaSerpent2""""",5000
760,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:47,14583.33333,170.4065157,111.720971,14.69058503,0,"u""""Flanker-1""""",52500
761,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,171.7485275,112.5487682,10.38424548,0,"u""""SeaSquid""""",6500
762,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:47,14583.33333,152.1759035,112.2507959,15.4185044,0,"u""""FLANKER-2""""",52500
763,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,243.1163072,111.6867034,5.726781688,0,"u""""Xianning""""",4500
764,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,162.9956952,109.0981469,7.828939852,0,"u""""DDG114RJ""""",4500
765,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:47,15833.33333,156.6659588,113.3012091,11.97413079,0,"u""""Eagle2""""",57000
766,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,225,118.6844843,23.84847049,0,"u""""Red Orchid""""",50000
767,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:47,1111.111111,168.6900675,111.1887124,5.661976936,0,"u""""Serpent2""""",4000
768,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,120.0685826,116.083027,19.03829915,0,"u""""RedDragon3""""",50000
769,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:47,1388.888889,37.44365485,111.6928602,17.93419407,0,"u""""RedDragon2""""",5000
770,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,108.3535712,110.5851713,17.30273362,0,"u""""Shang1""""",3500
771,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,181.9091525,122.4278063,26.49668447,0,"u""""Eagle1""""",60000
772,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,269.3708709,119.3633373,22.18778134,0,"u""""UNKNOWN1""""",45000
773,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,184.4031428,131.9417416,30.33354944,0,"u""""Bengal1""""",4000
774,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,138.6006753,122.4805802,26.59685954,0,"u""""RedTiger""""",3500
775,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,351.8698976,115.0699954,10.11691655,0,"u""""UNK1""""",35000
776,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:47,13888.88889,50.72906064,111.04031,11.15042532,0,"u""""Albatross1""""",50000
777,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:47,11111.11111,275.8560133,117.821455,14.92721968,0,"u""""Dragon1""""",40000
778,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,108.3535712,110.5934607,17.30010801,0,"u""""Shang1""""",3500
779,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:47,15833.33333,172.6808119,113.3575465,11.8463422,0,"u""""Eagle2""""",57000
780,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,180,115.4783512,20.59026298,0,"u""""REAGANTF""""",3500
781,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,182.829929,111.866977,5.93365382,0,"u""""Serpent1""""",3500
782,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,171.7485275,112.551096,10.36845631,0,"u""""SeaSquid""""",6500
783,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:47,1388.888889,20.96358637,111.6820384,17.94010149,0,"u""""RedDragon2""""",5000
784,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,121.8299923,117.0791855,21.2502213,0,"u""""Utter51""""",50000
785,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,138.6006753,122.4863557,26.59100139,0,"u""""RedTiger""""",3500
786,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,357.3204063,115.073789,10.20280213,0,"u""""UNK1""""",35000
787,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,120.0685826,116.1910028,18.97919573,0,"u""""RedDragon3""""",50000
788,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:47,1388.888889,131.719545,113.4250473,19.93380925,0,"u""""SeaSerpent2""""",5000
789,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,181.9091525,122.4228184,26.36268819,0,"u""""Eagle1""""",60000
790,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,265.6012944,119.2642345,22.14015099,0,"u""""UNKNOWN1""""",45000
791,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:47,14583.33333,141.0325716,112.4643417,15.5087934,0,"u""""FLANKER-3""""",52500
792,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,184.4031425,131.9409753,30.32495964,0,"u""""Bengal1""""",4000
793,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,126.33388,124.2615987,23.77116959,0,"u""""IzumoDDH183""""",5000
794,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,221.008326,118.5962615,23.76775516,0,"u""""Red Orchid""""",50000
795,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,162.9956939,109.1014307,7.818301761,0,"u""""DDG114RJ""""",4500
796,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:47,14583.33333,179.2511959,111.7428038,14.5655999,0,"u""""Flanker-1""""",52500
797,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,243.1163032,111.676688,5.721729495,0,"u""""Xianning""""",4500
798,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:47,14583.33333,152.1759037,112.3119433,15.30678601,0,"u""""FLANKER-2""""",52500
799,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:47,1111.111111,168.6900665,111.1823303,5.654749894,0,"u""""Serpent2""""",4000
800,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:47,11805.55556,164.3222369,112.5630538,15.22825695,0,"u""""JUMPY26""""",42500
801,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:47,13888.88889,43.6360724,111.1264079,11.23900507,0,"u""""Albatross1""""",50000
802,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,138.6006797,122.4921313,26.58514295,0,"u""""RedTiger""""",3500
803,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,180,115.4783512,20.58208705,0,"u""""REAGANTF""""",3500
804,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,108.3535712,110.60175,17.29748236,0,"u""""Shang1""""",3500
805,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,127.8749837,116.2989786,18.92007132,0,"u""""RedDragon3""""",50000
806,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,121.8299923,117.1646941,21.16551854,0,"u""""Utter51""""",50000
